,Tweet_Text,Tweet_Date,Tweet_ID,Retweets,Favorites
1835,"More than 1.4 million #HabitatforHumanity volunteers helped build, advocate and raise awareness about the global need for shelter in the past fiscal year. #ThankYou https://t.co/PNBJRkpLST",2018-11-20 16:19:41,1064916199530582017,32,84
1836,@lyft #ThankYou for supporting Habitat for Humanity through the Round Up and Donate program!,2018-11-20 13:30:49,1064873699445231617,1,5
1837,"#ICYMI last month, @HabitatKazoo was named the Grand Winner for Innovation in Affordable Homes (Nonprofit) by the U.S. Department of @ENERGY for a 3-bedroom home they built last spring using advanced construction techniques. Details: https://t.co/wCOcsB0Nlf",2018-11-20 00:24:00,1064675691843571712,6,28
1838,.@WellsFargo has partnered with Habitat to support veterans across the country since 2012. Employees recently volunteered with @HFHLT to frame walls for a @USArmy veteran’s cottage-sized home that is thoughtfully designed to help older veterans age in place. https://t.co/7osSOCjAQV,2018-11-19 20:40:05,1064619342048964609,6,40
1839,Today we are thrilled to announce that we have helped 22 million people build or improve the place they call home since our founding in 1976. 🏘️ Visit our annual report to learn more about our work.,2018-11-19 16:02:13,1064549415749267456,55,118
1840,"This year on #GivingTuesday you can give Habitat a lift. @MrSilverScott, @MrDrewScott, @Lyft, and @NissanUSA will be rolling through our tweets the entire day, so be sure to check back on November 27. https://t.co/aLnBxwRT2f",2018-11-18 17:40:00,1064211634116222978,45,159
1841,"""That is one of the best things about a Habitat build — you're not doing this for somebody, you're doing this with somebody."" - Chris Ahearn 🏠 #quote https://t.co/osTz1aEQTa",2018-11-17 16:14:03,1063827615394476033,25,78
1842,@Multinovae Habitat’s disaster response team is monitoring the fires in California and is in contact with local Habitat organizations that operate in the regions affected by the fires to determine whether Habitat will have a role in the recovery from the fires.,2018-11-16 18:45:25,1063503321103777798,0,1
1843,"At #HabitatforHumanity we believe that every child needs a place to call home, a place where they can play and dream and plan for their future. 🏠 https://t.co/WX5HQ8Vhpk",2018-11-16 16:40:02,1063471768936034306,28,103
1844,"Happy #NationalPhilanthropyDay to our volunteers, advocates, and donors. Today and every day, we thank you for all of your time and support. 🏡🔨 #HabitatforHumanity https://t.co/zajcpoYjV0",2018-11-15 20:14:06,1063163249863127047,21,75
1845,"Do you have a background in advocacy or public policy? Habitat for Humanity is accepting applications for a U.S. Advocacy Campaign Associate Director. Learn more about this position below, or search all of our open positions at  https://t.co/t8dXTaKKSF .",2018-11-15 17:38:00,1063123967337287681,8,13
1846,#DidYouKnow that by recycling your car with Habitat’s car donation program you are supporting our mission while also reducing pollution and environmental waste? Learn more. #AmericaRecyclesDay 🚘♻️🏘️ #BeRecycling,2018-11-15 15:10:00,1063086721913577472,13,30
1847,8 things to donate when renovating your home. The ReStore Blog wants to help you keep items out of the landfill. #WednesdayWisdom https://t.co/doplbIpyCd,2018-11-14 20:02:42,1062797995169800200,17,28
1848,"#ThankYou to @Nest for supporting Habitat through employee volunteerism, product donations and financial support. Nest and other @Google employees recently broke ground for a @HabitatSoCo home in an area impacted by wildfires. https://t.co/49LUgHrzCG",2018-11-14 15:00:55,1062722046726148096,6,34
1849,"Thanks to the kindness and generosity of quiltmakers who donate their handmade blankets, #HabitatforHumanity homeowners know they are seen, sustained and wrapped in love. Full story: https://t.co/3k2EDchglc 🤗 #WorldKindnessDay https://t.co/76wtGNJLvR",2018-11-13 21:40:05,1062460115297726465,20,80
1850,"On this #WorldKindnessDay, we celebrate helping hands, notes of encouragement, home dedications and shared moments of gratitude across the world. https://t.co/uPgidV8kCx",2018-11-13 14:46:11,1062355954669445120,77,223
1851,RT @ZTA_BWU: We had a great time working with Medina Habitat for Humanity! What a great way to help the community and let off some stress!…,2018-11-13 01:11:00,1062150807527809025,7,0
1852,@ashrex Please contact our Partner Service Center so that we can get more details and help answer your questions: 800-HABITAT or publicinfo@habitat.org.,2018-11-12 20:32:02,1062080602210557953,1,1
1853,"By volunteering with your local #HabitatforHumanity, you can be a part of the change you want to see in your community. 🏠 Find volunteer opportunities near you: https://t.co/u4DjuYtUVg https://t.co/BkbraLOhgf",2018-11-12 16:40:41,1062022381382832128,15,44
1854,RT @EduiTijerina: The 2018 #RockCenterXMAS tree has arrived on the plaza! The 72-foot-tall Norway Spruce will be decorated with more than 5…,2018-11-12 15:10:34,1061999700826562560,7,0
